ANO;MÊS;LABORATORIO;PROCEDIMENTO;QTDE EXAMES;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;FOSFORO INORGANICO URINARIO;20;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;FRACAO DE EXCRECAO DE SODIO (FENA);2;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;GLICOSE - LIQUIDOS;24;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;GLICOSURIA FRACIONADA;20;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;MICROALBUMINURIA;92;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;PARASITOLOGICO DE FEZES;284;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;PESQUISA DE LEUCOCITOS;3;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;PESQUISA DE SANGUE OCULTO;76;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;PH;3;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;PIGMENTOS BILIARES;1;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;POTASSIO (LIQUIDOS);1;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;POTASSIO URINARIO;51;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;PROTEINAS TOTAIS;126;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;PROTEINURIA DE 24 HS;383;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;SODIO (LIQUIDOS);2;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;SODIO URINARIO;80;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;UREIA - LIQUIDOS;13;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;UREIA URINARIA;25;;;;;;;
2014;Junho;LABORATORIO FLUIDOS ORGANICOS;URINA ROTINA;2167;;;;;;;
2014;Junho;LABORATORIO SAO FRANCISCO - MATER;HB- HEMOGLOBINA ;0;;;;;;;
2014;Junho;LABORATORIO SAO FRANCISCO - MATER;HEMATOCRITO (HT);0;;;;;;;
2014;Junho;LABORATORIO UNESP;17 OHP -17 ALFA HIDROXI PROGESTERONA;2;;;;;;;
2014;Junho;LABORATORIO UNESP;25-HIDROXIVITAMINA D;21;;;;;;;
2014;Junho;LABORATORIO UNESP;ACIDO FOLICO SERICO;39;;;;;;;
2014;Junho;LABORATORIO UNESP;ACIDO URICO;110;;;;;;;
2014;Junho;LABORATORIO UNESP;ACIDO URICO URINARIO;2;;;;;;;
2014;Junho;LABORATORIO UNESP;ACTH - BASAL ( ADRENO CORTICO TROFICO );11;;;;;;;
2014;Junho;LABORATORIO UNESP;ADENOSINA DEAMINASE (ADA) ;2;;;;;;;
2014;Junho;LABORATORIO UNESP;AGLUT LATEX PARA AG CRIPTOCOCCICO ( LIQUOR );6;;;;;;;
2014;Junho;LABORATORIO UNESP;AGLUT LATEX PARA AG CRIPTOCOCCICO ( SORO);1;;;;;;;
2014;Junho;LABORATORIO UNESP;ALBUMINA - LIQUIDOS;4;;;;;;;
2014;Junho;LABORATORIO UNESP;ALDOLASE;5;;;;;;;
2014;Junho;LABORATORIO UNESP;ALFA 1 ANTITRIPSINA;1;;;;;;;
2014;Junho;LABORATORIO UNESP;ALFA 1 GLICOPROTEINA ACIDA;8;;;;;;;
2014;Junho;LABORATORIO UNESP;ALFA FETO PROTEINA;12;;;;;;;
2014;Junho;LABORATORIO UNESP;AMILASE;20;;;;;;;
2014;Junho;LABORATORIO UNESP;AMILASE - LIQUIDOS;4;;;;;;;
2014;Junho;LABORATORIO UNESP;ANA - ANTICORPOS ANTI-NUCLEARES (FAN);69;;;;;;;
2014;Junho;LABORATORIO UNESP;ANCA - ANTICORPO ANTI-CITOPLASMA NEUTROFILO;5;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTI BETA 2 GLICOPROTEINA I IGG E IGM;7;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTI CCP IGG;32;;;;;;;
2014;Junho;LABORATORIO UNESP;"ANTI HBC - IGG ANTICORPOS IGG CONTRA ANTIGENO ""C"" DA HEPATITE B";59;;;;;;;
2014;Junho;LABORATORIO UNESP;"ANTI HBC - IGM ANTICORPOS  IGM CONTRA ANTIGENO ""C"" DA HEPATI";26;;;;;;;
2014;Junho;LABORATORIO UNESP;"ANTI HBE - ANTICORPOS CONTRA ANTIGENO ""E"" DA HEPATITE B";8;;;;;;;
2014;Junho;LABORATORIO UNESP;"ANTI HBS - ANTICORPOS CONTRA ANTIGENOS ""S"" DA HEPATITE B";53;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTI HCV  ANTICORPOS CONTRA O VIRUS DA HEPATITE C;124;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTI-ENDOMISIO IGA;1;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTI-ENDOMISIO IGG;1;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIBIOGRAMA;283;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIBIOGRAMA - HEMOCULTURA 1ª AMOSTRA;103;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIBIOGRAMA - HEMOCULTURA 2ª AMOSTRA;102;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIBIOGRAMA - SWAB ANAL;42;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIBIOGRAMA - SWAB NASAL;37;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIBIOGRAMA - SWAB ORAL;28;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI DNA NATIVO;10;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI SCL-70;4;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI-LKM1;5;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI-MITOCONDRIA;5;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI-MUSCULO LISO;5;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI-PEROXIDASE (ANTI-TPO);23;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI-RECEPTOR DE TSH (TRAB);6;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPO ANTI-TIREOGLOBULINA (ANTI-TG);16;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPOS ANTI HIV  ( WESTERN BLOT);1;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPOS ANTI MICROSSOMAL (TIREOIDEANO) - IFI;2;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPOS ANTI-HIV1 + HIV2  - (ELISA);104;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPOS ANTI-SM;10;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPOS ANTI-SS-A ( RO ) - EIE;19;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPOS ANTI-SS-B ( LA ) - EIE;18;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTICORPOS RNP;11;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIESTREPTOLISINA O ( ASLO ), DETERMINACAO QUANTITATIVA;2;;;;;;;
2014;Junho;LABORATORIO UNESP;ANTIGENEMIA PARA CITOMEGALOVIRUS - LIQUOR;3;;;;;;;
2014;Junho;LABORATORIO UNESP;BACTERIOSCOPIA (GRAM);1;;;;;;;
2014;Junho;LABORATORIO UNESP;BACTERIOSCOPICO(GRAM,ZIEHL,ALBERT) CAMPO ESCURO CRIPTOCOCO(TINTA;2;;;;;;;
2014;Junho;LABORATORIO UNESP;BETA 2 MICROGLOBULINA;7;;;;;;;
2014;Junho;LABORATORIO UNESP;BETA HCG QUANTITATIVO;3;;;;;;;
2014;Junho;LABORATORIO UNESP;BHCG SANGUINEO - DOSAGEM DE BHCG;7;;;;;;;
2014;Junho;LABORATORIO UNESP;BILIRRUBINA TOTAL E FRACOES;213;;;;;;;
2014;Junho;LABORATORIO UNESP;BRUCELOSE HEMOGLUTINACAO;1;;;;;;;
2014;Junho;LABORATORIO UNESP;CA 125;16;;;;;;;
2014;Junho;LABORATORIO UNESP;CA 15-3;1;;;;;;;
2014;Junho;LABORATORIO UNESP;CA 19-9;7;;;;;;;
2014;Junho;LABORATORIO UNESP;CALCIO IONICO;185;;;;;;;
2014;Junho;LABORATORIO UNESP;CALCIO TOTAL;104;;;;;;;
2014;Junho;LABORATORIO UNESP;CALCIO URINARIO;6;;;;;;;
2014;Junho;LABORATORIO UNESP;CAPACIDADE FIXACAO DO FERRO;69;;;;;;;
2014;Junho;LABORATORIO UNESP;CARBAMAZEPINA;7;;;;;;;
2014;Junho;LABORATORIO UNESP;CATECOLAMINAS (SANGUE);3;;;;;;;
2014;Junho;LABORATORIO UNESP;CATECOLAMINAS (URINA);2;;;;;;;
2014;Junho;LABORATORIO UNESP;CEA - ANTIGENO CARCINO EMBRINOGENIO;8;;;;;;;
2014;Junho;LABORATORIO UNESP;CELULARIDADE - LIQUIDO ASCITICO;4;;;;;;;
2014;Junho;LABORATORIO UNESP;CELULARIDADE - LIQUIDO PLEURAL;2;;;;;;;
2014;Junho;LABORATORIO UNESP;CELULARIDADE - LIQUOR;4;;;;;;;
2014;Junho;LABORATORIO UNESP;CELULARIDADE DO LAVADO BRONCOALVEOLAR (LBA);1;;;;;;;
2014;Junho;LABORATORIO UNESP;CITRATO NA URINA 24 HRS;2;;;;;;;
2014;Junho;LABORATORIO UNESP;CLEARANCE CREATININA;2;;;;;;;
2014;Junho;LABORATORIO UNESP;CLORO - SANGUE;4;;;;;;;
2014;Junho;LABORATORIO UNESP;COLESTEROL TOTAL;418;;;;;;;
2014;Junho;LABORATORIO UNESP;CONTAGEM DE PLAQUETAS;411;;;;;;;
2014;Junho;LABORATORIO UNESP;CONTAGEM DE PLAQUETAS (EM TUBO COM CITRATO DE SODIO);7;;;;;;;
2014;Junho;LABORATORIO UNESP;CONTAGEM DE RETICULOCITOS;63;;;;;;;
2014;Junho;LABORATORIO UNESP;COOMBS DIRETO;17;;;;;;;
2014;Junho;LABORATORIO UNESP;COPROCULTURA;5;;;;;;;
2014;Junho;LABORATORIO UNESP;CORTISOL BASAL;14;;;;;;;
2014;Junho;LABORATORIO UNESP;CORTISOL URINARIO - URINA 24 HORAS;3;;;;;;;
2014;Junho;LABORATORIO UNESP;CREATININA;1403;;;;;;;
2014;Junho;LABORATORIO UNESP;CREATININA URINARIA;4;;;;;;;
2014;Junho;LABORATORIO UNESP;CREATINOFOSFOQUINASE (CPK);228;;;;;;;
2014;Junho;LABORATORIO UNESP;CREATINOFOSFOQUINASE OU CPK-FRACAO-MB (CADA);40;;;;;;;
2014;Junho;LABORATORIO UNESP;CULTURA DE BACTERIAS PARA IDENTIFICAÇÃO;138;;;;;;;
2014;Junho;LABORATORIO UNESP;CULTURA DE PONTA DE CATETER;13;;;;;;;
2014;Junho;LABORATORIO UNESP;CULTURA DE URINA PARCIAL;12;;;;;;;
2014;Junho;LABORATORIO UNESP;CULTURA LIQUIDO ASCITICO;4;;;;;;;
2014;Junho;LABORATORIO UNESP;CULTURA LIQUIDO PLEURAL;1;;;;;;;
2014;Junho;LABORATORIO UNESP;CULTURA LIQUOR;3;;;;;;;
2014;Junho;LABORATORIO UNESP;CURVA GLICEMICA -  2 DOSAGENS-ORAL;14;;;;;;;
2014;Junho;LABORATORIO UNESP;CURVA GLICEMICA CLASSICA 5 DOSAGENS-ORAL;1;;;;;;;
2014;Junho;LABORATORIO UNESP;DEHIDROEPIANDROSTERONA - DHEA;1;;;;;;;
2014;Junho;LABORATORIO UNESP;DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA;117;;;;;;;
2014;Junho;LABORATORIO UNESP;DHEAS - SULFATO DE HIDRO EPIANDROSTERONA;4;;;;;;;
2014;Junho;LABORATORIO UNESP;DIFENILHIDANTOINA;5;;;;;;;
2014;Junho;LABORATORIO UNESP;DIGOXINA;8;;;;;;;
2014;Junho;LABORATORIO UNESP;DISMORFISMO URINARIO;4;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE COMPLEMENTO C3;11;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE COMPLEMENTO C4;18;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE ESTRADIOL;10;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE GLICOSE;6;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE HEMOGLOBINA;17;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE IMUNOGLOBULINAS - IGG (LIQUOR);1;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE IMUNOGLOBULINAS IGA;5;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE IMUNOGLOBULINAS IGG;6;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE IMUNOGLOBULINAS IGM;5;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE INIBIDOR DE C1 ESTERASE;2;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE PROGESTERONA;1;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE PROLACTINA;20;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE PROTEINA AMOSTRA SIMPLES DE URINA;4;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE PROTEINA C (CROM);4;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE PROTEINA C REATIVA;353;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE PROTEINA S (LIVRE);1;;;;;;;
2014;Junho;LABORATORIO UNESP;DOSAGEM DE PROTEINA S (TOTAL);2;;;;;;;
2014;Junho;LABORATORIO UNESP;ELETROFORESE DE HEMOGLOBINA;11;;;;;;;
2014;Junho;LABORATORIO UNESP;ELETROFORESE DE PROTEINA;58;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA ANTI HBS AG;20;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA ANTI HTLV I/II;3;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA CHAGAS;7;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA EPSTEIN-BARR IGG;4;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA EPSTEIN-BARR IGM;1;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA LEISHMANIOSE IGG;1;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA LEISHMANIOSE IGM;1;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA TOXOPLASMOSE - IGG  ( SANGUE );8;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA TOXOPLASMOSE - IGM  ( SANGUE );5;;;;;;;
2014;Junho;LABORATORIO UNESP;ELISA PARA TOXOPLASMOSE IGG/IGM -  ( LIQUOR );3;;;;;;;
2014;Junho;LABORATORIO UNESP;ESPERMOCULTURA;1;;;;;;;
2014;Junho;LABORATORIO UNESP;ESPERMOGRAMA;5;;;;;;;
2014;Junho;LABORATORIO UNESP;FATOR REUMATOIDE;51;;;;;;;
2014;Junho;LABORATORIO UNESP;FATOR RH;6;;;;;;;
2014;Junho;LABORATORIO UNESP;FENOBARBITAL;4;;;;;;;
2014;Junho;LABORATORIO UNESP;FERRITINA;97;;;;;;;
2014;Junho;LABORATORIO UNESP;FERRO SERICO;79;;;;;;;
2014;Junho;LABORATORIO UNESP;FOLICULO ESTIMULANTE, HORMONIO - FSH;18;;;;;;;
2014;Junho;LABORATORIO UNESP;FOSFATASE ACIDA;3;;;;;;;
2014;Junho;LABORATORIO UNESP;FOSFATASE ALCALINA;220;;;;;;;
2014;Junho;LABORATORIO UNESP;FOSFORO;57;;;;;;;
2014;Junho;LABORATORIO UNESP;FOSFORO INORGANICO URINARIO;1;;;;;;;
2014;Junho;LABORATORIO UNESP;FTA-ABS IGG (SANGUE);10;;;;;;;
2014;Junho;LABORATORIO UNESP;FUNGOS, CULTURA;5;;;;;;;
2014;Junho;LABORATORIO UNESP;GAMA-GLUTAMIL TRANSFERASE;226;;;;;;;
2014;Junho;LABORATORIO UNESP;GASOMETRIA;2;;;;;;;
2014;Junho;LABORATORIO UNESP;GASOMETRIA ARTERIAL;421;;;;;;;
2014;Junho;LABORATORIO UNESP;GASOMETRIA VENOSA;30;;;;;;;
2014;Junho;LABORATORIO UNESP;GH - BASAL ( HORMONIO DE CRESCIMENTO );9;;;;;;;
2014;Junho;LABORATORIO UNESP;GLICEMIA JEJUM;746;;;;;;;
2014;Junho;LABORATORIO UNESP;GLICEMIA POS PRANDIAL;43;;;;;;;
2014;Junho;LABORATORIO UNESP;GLICOSE - LIQUIDOS;3;;;;;;;
2014;Junho;LABORATORIO UNESP;GLICOSE - LIQUOR;4;;;;;;;
2014;Junho;LABORATORIO UNESP;GLICOSE-6-FOSFATO DESIDROGENASE;1;;;;;;;
2014;Junho;LABORATORIO UNESP;GORDURA FECAL;1;;;;;;;
2014;Junho;LABORATORIO UNESP;GRUPO SANGUINEO ABO/ RH;17;;;;;;;
2014;Junho;LABORATORIO UNESP;HAV- IGG ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A;5;;;;;;;
2014;Junho;LABORATORIO UNESP;HAV-IGM  ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A;5;;;;;;;
2014;Junho;LABORATORIO UNESP;"HBEAG    - ANTIGENO ""E"" DA HEPATITE B";6;;;;;;;
2014;Junho;LABORATORIO UNESP;"HBSAG -    ANTIGENO ""S"" (SUPERFICIE) DA HEPATITE B";111;;;;;;;
2014;Junho;LABORATORIO UNESP;HBV DNA (B-DNA) BAYER;3;;;;;;;
2014;Junho;LABORATORIO UNESP;HDL COLESTEROL;397;;;;;;;
2014;Junho;LABORATORIO UNESP;HEMAGLUTINACAO PARA CHAGAS;7;;;;;;;
2014;Junho;LABORATORIO UNESP;HEMATOCRITO;18;;;;;;;
2014;Junho;LABORATORIO UNESP;HEMOCULTURA;4;;;;;;;
2014;Junho;LABORATORIO UNESP;HEMOCULTURA 1ª AMOSTRA;108;;;;;;;
2014;Junho;LABORATORIO UNESP;HEMOCULTURA 2ª AMOSTRA;105;;;;;;;
2014;Junho;LABORATORIO UNESP;HEMOGLOBINA GLICOSILADA;218;;;;;;;
2014;Junho;LABORATORIO UNESP;HEMOGRAMA;1528;;;;;;;
2014;Junho;LABORATORIO UNESP;HERPES ZOSTER, PESQUISA DE ANTICORPOS, IGG;2;;;;;;;
2014;Junho;LABORATORIO UNESP;HERPES ZOSTER, PESQUISA DE ANTICORPOS, IGM;1;;;;;;;
2014;Junho;LABORATORIO UNESP;HLA - B27;6;;;;;;;
2014;Junho;LABORATORIO UNESP;HOMOCISTEINA;14;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO ACARO;11;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO AMENDOIM;10;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO BARATA;10;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO CACAU;9;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO CAO;11;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO FRUTOS DO MAR;9;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO FUNGO;11;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO GATO;11;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO LEITE DE VACA;11;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO OVO;10;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO SOJA;9;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE ESPECIFICO TRIGO;9;;;;;;;
2014;Junho;LABORATORIO UNESP;IGE TOTAL;27;;;;;;;
2014;Junho;LABORATORIO UNESP;INSULINA BASAL;4;;;;;;;
2014;Junho;LABORATORIO UNESP;LACTATO;149;;;;;;;
2014;Junho;LABORATORIO UNESP;LDH - LACTATO DESIDROGENASE;77;;;;;;;
2014;Junho;LABORATORIO UNESP;LDH - LACTATO DESIDROGENASE - LIQUIDOS;5;;;;;;;
2014;Junho;LABORATORIO UNESP;LDL COLESTEROL;393;;;;;;;
2014;Junho;LABORATORIO UNESP;LH - DOSAGEM HORMONIO LUTEINIZANTE;11;;;;;;;
2014;Junho;LABORATORIO UNESP;LIPASE;6;;;;;;;
2014;Junho;LABORATORIO UNESP;MAGNESIO;155;;;;;;;
2014;Junho;LABORATORIO UNESP;METANEFRINA URINARIA;1;;;;;;;
2014;Junho;LABORATORIO UNESP;MICOLOGIA - CULTURA PARA FUNGOS (MATERIAIS DIVERSOS);4;;;;;;;
2014;Junho;LABORATORIO UNESP;MICOLOGIA - EXAME DIRETO;14;;;;;;;
2014;Junho;LABORATORIO UNESP;MICROALBUMINURIA;33;;;;;;;
2014;Junho;LABORATORIO UNESP;OXALATO NA URINA 24 HRS;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PARASITOLOGICO DE FEZES;37;;;;;;;
2014;Junho;LABORATORIO UNESP;PARASITOLOGICO DE FEZES AMOSTRA 2;29;;;;;;;
2014;Junho;LABORATORIO UNESP;PARASITOLOGICO DE FEZES AMOSTRA 3;20;;;;;;;
2014;Junho;LABORATORIO UNESP;PCR PARA CMV;4;;;;;;;
2014;Junho;LABORATORIO UNESP;PCR PARA HERPES SIMPLEX - TIPO I;2;;;;;;;
2014;Junho;LABORATORIO UNESP;PCR PARA PARVOVIRUS;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DA MUTACAO DO GENE DA PROTROMBINA;3;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DA MUTACAO FATOR V LEIDEN;2;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICOAGULANTE LUPICO;10;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA;10;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA;10;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS;5;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA;2;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN BARR;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS;2;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA;2;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN BARR;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE CRIOGLOBULINAS;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE CRYPTOSPORIDIUM SP;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE ISOSPORA BELLI;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE LARVAS - ( METODO DE BAERMANN OU RUGAI );1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE LEUCOCITOS;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE LEVEDURAS;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PESQUISA DE SANGUE OCULTO;3;;;;;;;
2014;Junho;LABORATORIO UNESP;PH (LIQUIDO ASCITICO);4;;;;;;;
2014;Junho;LABORATORIO UNESP;PH (LIQUIDO PLEURAL);1;;;;;;;
2014;Junho;LABORATORIO UNESP;POTASSIO;1111;;;;;;;
2014;Junho;LABORATORIO UNESP;POTASSIO (URINARIO);2;;;;;;;
2014;Junho;LABORATORIO UNESP;PROTEINA - LIQUOR;4;;;;;;;
2014;Junho;LABORATORIO UNESP;PROTEINAS E FRACOES;114;;;;;;;
2014;Junho;LABORATORIO UNESP;PROTEINAS NO LIQUIDO PLEURAL;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PROTEINAS TOTAIS;6;;;;;;;
2014;Junho;LABORATORIO UNESP;PROTEINURIA DE 24 HS;20;;;;;;;
2014;Junho;LABORATORIO UNESP;PROVA CRUZADA;1;;;;;;;
2014;Junho;LABORATORIO UNESP;PSA  - PESQUISA ANTIGENO PROSTATICO;87;;;;;;;
2014;Junho;LABORATORIO UNESP;PSA LIVRE;52;;;;;;;
2014;Junho;LABORATORIO UNESP;PTH - PARATHYROID HORMONE;34;;;;;;;
2014;Junho;LABORATORIO UNESP;QUANTIFICACAO DE DIMEROS 'D' DE FIBRINA;5;;;;;;;
2014;Junho;LABORATORIO UNESP;RIF PARA CHAGAS;14;;;;;;;
2014;Junho;LABORATORIO UNESP;ROTINA DE URINA(CARACTERES FISICOS, ELEMENTOS ANORMAIS E SEDIMEN;270;;;;;;;
2014;Junho;LABORATORIO UNESP;SODIO;1043;;;;;;;
2014;Junho;LABORATORIO UNESP;SODIO (URINARIO);3;;;;;;;
2014;Junho;LABORATORIO UNESP;SOMATOMEDINA C;8;;;;;;;
2014;Junho;LABORATORIO UNESP;SOROLOGIA PARA A. FUMIGATUS;2;;;;;;;
2014;Junho;LABORATORIO UNESP;SOROLOGIA PARA H. CAPSULATUM ;6;;;;;;;
2014;Junho;LABORATORIO UNESP;SOROLOGIA PARA LYME;1;;;;;;;
2014;Junho;LABORATORIO UNESP;SOROLOGIA PARA P. BRASILIENSIS;5;;;;;;;
2014;Junho;LABORATORIO UNESP;T4 LIVRE;210;;;;;;;
2014;Junho;LABORATORIO UNESP;TEMPO DE COAGULACAO  ( CELITE );6;;;;;;;
2014;Junho;LABORATORIO UNESP;TEMPO DE SANGRAMENTO ( DUKE );11;;;;;;;
2014;Junho;LABORATORIO UNESP;TEMPO DE SANGRAMENTO DE IVY;2;;;;;;;
2014;Junho;LABORATORIO UNESP;TESTOSTERONA;14;;;;;;;
2014;Junho;LABORATORIO UNESP;TGO / AST - TRANSAMINASE GLUTAMICA OXALACETICA;546;;;;;;;
2014;Junho;LABORATORIO UNESP;TGP / ALT - ALANINA AMINOTRANSFERASE;541;;;;;;;
2014;Junho;LABORATORIO UNESP;TIREOGLOBULINA;8;;;;;;;
2014;Junho;LABORATORIO UNESP;TIROXINA (T4);7;;;;;;;
2014;Junho;LABORATORIO UNESP;TP (TEMPO DE PROTROMBINA);623;;;;;;;
2014;Junho;LABORATORIO UNESP;TRIGLICERIDES;416;;;;;;;
2014;Junho;LABORATORIO UNESP;TRIGLICERIDES - LIQUIDOS;3;;;;;;;
2014;Junho;LABORATORIO UNESP;TRIIODOTIRONINA (T3);17;;;;;;;
2014;Junho;LABORATORIO UNESP;TROPONINA I;26;;;;;;;
2014;Junho;LABORATORIO UNESP;TSH;474;;;;;;;
2014;Junho;LABORATORIO UNESP;TT (TEMPO DE TROMBINA);2;;;;;;;
2014;Junho;LABORATORIO UNESP;TTPA (TEMPO TROMBOPL PARC/E ATIVADO);473;;;;;;;
2014;Junho;LABORATORIO UNESP;UREIA;1197;;;;;;;
2014;Junho;LABORATORIO UNESP;UROCULTURA;247;;;;;;;
